Stock,sgRNA,COG,Gene,Old,KEGG,Condition,mumax,mumax_minusRha,Gen Time,Depletion_per,Dep,D/CR,D/EP,D/mumaxminusR,D/mumaxplusR,minusRmumax/CR,minusRmumax/EP,plusRmumax/CR,plusRmumax/EP,mumax_plusRha,CRISPRRater_Score_real,Rank_CR,CRISPR Efficiency Predictor,Rank_EP,(1-Dep)/CR,(1-Dep)/EP,1-DCR,1-DEP,Lag Time,Spike,S,SpikeN,Unnamed: 33,Dep_Per*coeff,mumax_plusRha*coeff,Lag Time*coeff,Sum,Intercept,Predicted Spike_DML,Predicted Spike_ML,mumax_plusRha*coeff.1,Lag Time*coeff.1,Sum.1,Unnamed: 44,Dep_Per*coeff.1,mumax_plusRha*coeff.2,Lag Time*coeff.2,Sum.2,GLM_Predicted Spike_DML,Unnamed: 50,Depletion_mumaxplusrha_lagtime,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Predicted_Depletion_per,Predicted_Depletion_per_Polynomial
,1638,F,dcd,dcd,,(-) Rhamnose,0.69162566,0.69162566,0.435206525,100.0,1.0,1.621491232,0.173298812,1.445868853,2.146334235,1.121464943,0.119857905,0.75547005,0.080741764,0.46591066,0.616716255,392,5.77038,247,0.0,0.0,-0.621491232,0.826701188,5.0,1X,1,5,,3.52,-0.249401976,0.4625,3.733098024,,3.378398024,,-0.249401976,0.4625,0.213098024,,1.9,0.11014128,0.043,2.05314128,1.40004128,,,,,,,92.55236408399998,2.3852893028606683
,1416,L,DNA topoisomerase IV subunit B,DNA topoisomerase IV subunit B,DNA Replication,(-) Rhamnose,0.692377793,0.692377793,0.434733758,25.10184639,0.251018464,0.386923994,0.07689857,0.362545516,0.720184199,1.067242533,0.212107354,0.537256989,0.106776253,0.348547586,0.648753935,328,3.26428,507,1.154492475,0.229447699,0.613076006,0.92310143,5.0,1X,1,1,,0.883584993,-0.186577523,0.4625,1.15950747,,0.80480747,,-0.186577523,0.4625,0.275922477,,0.476935081,0.082396649,0.043,0.602331731,-0.050768269,,,,,,,32.32141549659999,2.2029196752605236
,1898,E,3-dehydroquinate synthase,3-dehydroquinate synthase,3-dehydroquinate biosynthesis I,(-) Rhamnose,0.69277263,0.69277263,0.434485987,15.20152192,0.152015219,0.169923947,0.020947709,0.219430175,0.247897872,0.774387328,0.095464122,0.68545948,0.084501366,0.61321712,0.894607395,3,7.25689,80,0.947884833,0.116852368,0.830076053,0.979052291,5.0,1X,1,1,,0.535093572,-0.328255124,0.4625,0.669338447,,0.314638447,,-0.328255124,0.4625,0.134244876,,0.288828916,0.144964527,0.043,0.476793444,-0.176306556,,,,,,,12.789816577000003,2.6141877403137945
,1831,L,0,,Others,(-) Rhamnose,0.69289822,0.69289822,0.434407235,20.83853179,0.208385318,0.359827533,0.045717684,0.300744484,0.372355645,1.196455967,0.152015037,0.966354446,0.122779618,0.55964055,0.57912555,452,4.55809,412,1.366913758,0.173672455,0.640172467,0.954282316,5.0,1X,1,1,,0.733516319,-0.299575586,0.4625,0.896440733,,0.541740733,,-0.299575586,0.4625,0.162924414,,0.395932104,0.132299026,0.043,0.57123113,-0.08186887,,,,,,,40.107925323300016,2.5309354976280494
,1855,,hypothetical protein,hypothetical protein,,(-) Rhamnose,0.69290092,0.69290092,0.434405542,100.0,1.0,1.583796545,0.196555947,1.443207782,1.660381541,1.097414083,0.136193796,0.953875062,0.118379988,0.60227121,0.63139423,362,5.08761,342,0.0,0.0,-0.583796545,0.803444053,5.0,5X,5,5,,3.52,-0.322395779,0.4625,3.660104221,,3.305404221,,-0.322395779,0.4625,0.140104221,,1.9,0.142376914,0.043,2.085376914,1.432276914,,,,,,,66.4935119801,2.597178970328401
,1978,U,cell division protein FtsY,cell division protein FtsY,Bacterial secretion system,(-) Rhamnose,0.69313469,0.69313469,0.434259033,26.0,0.26,0.468192475,0.028005713,0.37510747,0.437143366,1.248155562,0.074660505,1.071027293,0.064065282,0.59477055,0.555327165,483,9.28382,5,1.332547814,0.079708568,0.531807525,0.971994287,5.0,1X,1,1,,0.9152,-0.318380675,0.4625,1.059319325,,0.704619325,,-0.318380675,0.4625,0.144119325,,0.494,0.140603758,0.043,0.677603758,0.024503758,,,,,,,30.15510607079999,2.585523749275182
,1405,K,DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase subunit beta',Metabolic pathways,(-) Rhamnose,0.69339115,0.69339115,0.434098416,95.12619466,0.951261947,1.412816922,0.181268712,1.371898021,3.181704856,1.029826489,0.132129873,0.444043991,0.056972196,0.298978689,0.673308715,266,5.2478,318,0.072385894,0.009287331,-0.412816922,0.818731288,7.255538977,1X,1,5,,3.348442052,-0.160043292,0.671137355,3.859536115,,3.504836115,,-0.160043292,0.671137355,0.511094063,,1.807397699,0.070678562,0.062397635,1.940473896,1.287373896,,,,,,,75.47086112731988,2.9487522226489062
,1941,,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.6935211,0.6935211,0.434017076,0.0,0.0,0.0,0.0,0.0,0.0,0.908765284,0.101510105,0.793835839,0.088672357,0.60581309,0.76314656,83,6.83204,118,1.31036429,0.146369166,1.0,1.0,5.0,1X,1,1,,0.0,-0.324291747,0.4625,0.138208253,,-0.216491747,,-0.324291747,0.4625,0.138208253,,0.0,0.143214214,0.043,0.186214214,-0.466885786,,,,,,,8.768819656200002,2.6026826719151916
,2042,H,precorrin-4 C11-methyltransferase,precorrin-4 C11-methyltransferase,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",(-) Rhamnose,0.69370177,0.69370177,0.433904039,96.65165229,0.966516523,1.329882655,0.335772062,1.393273831,9.178414626,0.954501997,0.240995025,0.144892414,0.036582795,0.10530321,0.726768275,2,2.87849,15,0.046071737,0.011632306,-0.329882655,0.664227938,5.0,2X,2,2,,3.402138161,-0.056368808,0.4625,3.808269352,,3.453569352,,-0.056368808,0.4625,0.406131192,,1.836381394,0.024893679,0.043,1.904275072,1.251175072,,,,,,,95.93061780670008,1.8249440074883105
,1955,,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.69409554,0.69409554,0.433657879,0.0,0.0,0.0,0.0,0.0,0.0,1.057667839,0.105809344,0.904336529,0.090470043,0.59347172,0.656250965,308,6.55987,142,1.523807283,0.152442045,1.0,1.0,5.17695825,1X,1,1,,0.0,-0.317685412,0.478868638,0.161183226,,-0.193516774,,-0.317685412,0.478868638,0.161183226,,0.0,0.140296715,0.044521841,0.184818556,-0.468281444,,,,,,,12.69201523703,2.6634577549143676
,1970,R,glutamine amidotransferase,glutamine amidotransferase,Others,(-) Rhamnose,0.69450292,0.69450292,0.433403505,0.350897886,0.003508979,0.005776373,0.000574093,0.005052504,0.005698237,1.143269344,0.1136255,1.0137124,0.100749294,0.61580084,0.607470955,405,6.11221,187,1.640392866,0.163032851,0.994223627,0.999425907,13.49330476,1X,1,1,,0.012351606,-0.32963819,1.24813069,0.930844106,,0.576144106,,-0.32963819,1.24813069,0.918492501,,0.00666706,0.145575319,0.116042421,0.268284799,-0.384815201,,,,,,,18.038333350479988,6.511623205786799
,1483,E,aroE,aroE,Biosynthesis of amino acids,(-) Rhamnose,0.69461706,0.69461706,0.433332288,8.0,0.08,0.133333333,0.013333333,0.115171372,0.129330176,1.1576951,0.11576951,1.030953,0.1030953,0.6185718,0.6,377,6.0,37,1.533333333,0.153333333,0.866666667,0.986666667,5.0,1X,1,1,,0.2816,-0.331121485,0.4625,0.412978515,,0.058278515,,-0.331121485,0.4625,0.131378515,,0.152,0.146230374,0.043,0.341230374,-0.311869626,,,,,,,3.483456280188889,2.6225083386437085
,2011,C,"NADH oxidoreductase (quinone), F subunit","NADH oxidoreductase (quinone), F subunit",Metabolic pathways,(-) Rhamnose,0.69585121,0.69585121,0.432563737,100.0,1.0,1.53534625,0.16300503,1.437088828,2.273663454,1.068372546,0.113427248,0.675274191,0.071692682,0.43981883,0.65131888,322,6.13478,183,0.0,0.0,-0.53534625,0.83699497,14.14157313,5X,5,5,,3.52,-0.23543502,1.308095515,4.592660495,,4.237960495,,-0.23543502,1.308095515,1.072660495,,1.9,0.103973171,0.121617529,2.1255907,1.4724907,,,,,,,96.54736900360001,6.060088047113842
,1487,G,2-dehydro-3-deoxyphosphogluconate aldolase,2-dehydro-3-deoxyphosphogluconate aldolase,"3,6-anhydro-&alpha;-L-galactopyranose degradation",(-) Rhamnose,0.6958667,0.6958667,0.432554108,100.0,1.0,1.741601692,0.211054619,1.437056839,1.585902167,1.211922622,0.146865881,1.098177257,0.133081739,0.63055592,0.5741841,434,4.73811,212,0.0,0.0,-0.741601692,0.788945381,5.0,1X,1,5,,3.52,-0.337536584,0.4625,3.644963416,,3.290263416,,-0.337536584,0.4625,0.124963416,,1.9,0.149063419,0.043,2.092063419,1.438963419,,,,,,,89.28,2.641130375601563
,1963,M,rod shape-determining protein MreD,rod shape-determining protein MreD,Others,(-) Rhamnose,0.69608089,0.69608089,0.432421008,21.0,0.21,0.426102642,0.025956978,0.301689075,0.35635764,1.41239003,0.08603884,1.195716309,0.072839685,0.58929563,0.492839,504,8.09031,36,1.602957558,0.09764768,0.573897358,0.974043022,5.79014406,1X,1,1,,0.7392,-0.315449951,0.535588326,0.959338375,,0.604638375,,-0.315449951,0.535588326,0.220138375,,0.399,0.139309487,0.049795239,0.588104726,-0.064995274,,,,,,,36.0992078242,2.933039820567303
,1954,,TetR family transcriptional regulator,TetR family transcriptional regulator,Others,(-) Rhamnose,0.69722568,0.69722568,0.431711006,12.54574564,0.125457456,0.158455123,0.019512695,0.179938089,0.190339832,0.880609127,0.108441158,0.832485358,0.102515036,0.6591235,0.791753865,49,6.42953,153,1.104563656,0.136019669,0.841544877,0.980487305,5.0,1X,1,1,,0.441610247,-0.35282881,0.4625,0.551281437,,0.196581437,,-0.35282881,0.4625,0.10967119,,0.238369167,0.155816795,0.043,0.437185963,-0.215914037,,,,,,,9.841804890139986,2.6855213305116004
,2039,J,histidine--tRNA ligase,histidine--tRNA ligase,Aminoacyl-tRNA biosynthesis,(-) Rhamnose,0.69735864,0.69735864,0.431628695,98.22940936,0.982294094,1.637156823,0.163715682,1.408592419,2.177367411,1.1622644,0.11622644,0.751897367,0.075189737,0.45113842,0.6,18,6.0,182,0.029509844,0.002950984,-0.637156823,0.836284318,15.74996811,3X,3,3,,3.457675209,-0.241494396,1.45687205,4.673052863,,4.318352863,,-0.241494396,1.45687205,1.215377654,,1.866358778,0.106649122,0.135449726,2.108457626,1.455357626,,,,,,,97.8383676171,6.767313427456488
,1646,E,glnA,glnA,"Alanine, aspartate and glutamate metabolism",(-) Rhamnose,0.65931757,0.65931757,0.456532654,13.53875698,0.13538757,0.279466777,0.02501082,0.205345005,0.257290088,1.360962138,0.121799018,1.086193331,0.097208642,0.52620593,0.484449605,508,5.41316,294,1.784731417,0.159724159,0.720533223,0.97498918,8.835667422,1X,1,1,,0.476564246,-0.281678034,0.817299237,1.012185448,,0.657485448,,-0.281678034,0.817299237,0.535621202,,0.257236383,0.124395082,0.07598674,0.457618204,-0.195481796,,,,,,,40.867882949300025,4.135770625416965
,1957,R,KR domain protein,KR domain protein,Others,(-) Rhamnose,0.69819749,0.69819749,0.431110115,0.0,0.0,0.0,0.0,0.0,0.0,0.986278155,0.084622203,0.872310408,0.074843824,0.61751843,0.70791134,184,8.25076,27,1.412606274,0.121200956,1.0,1.0,9.172372115,1X,1,1,,0.0,-0.330557616,0.848444421,0.517886805,,0.163186805,,-0.330557616,0.848444421,0.517886805,,0.0,0.145981357,0.0788824,0.224863757,-0.428236243,,,,,,,4.64496449006,4.535648053084382
,2072,P,sodium:proton antiporter,sodium:proton antiporter,Others,(-) Rhamnose,0.69871686,0.69871686,0.430789662,0.0,0.0,0.0,0.0,0.0,0.0,1.069707793,0.219085007,0.922238927,0.188882164,0.60239244,0.65318479,317,3.18925,510,1.530960327,0.313553343,1.0,1.0,5.0,1X,1,1,,0.0,-0.322460673,0.4625,0.140039327,,-0.214660673,,-0.322460673,0.4625,0.140039327,,0.0,0.142405573,0.043,0.185405573,-0.467694427,,,,,,,31.267687544000005,2.597367348744205
,1362,C,ATP synthase subunit A,ATP synthase subunit A,Metabolic pathways,(-) Rhamnose,0.698801598,0.698801598,0.430737424,98.51345147,0.985134515,1.430465754,0.099245186,1.409748514,1.905901414,1.014695699,0.070399213,0.750545513,0.052072571,0.516886397,0.68868095,233,9.92627,2,0.021585446,0.00149759,-0.430465754,0.900754814,12.01085025,5X,5,5,,3.467673492,-0.276689288,1.111003648,4.301987852,,3.947287852,,-0.276689288,1.111003648,0.83431436,,1.871755578,0.122191944,0.103293312,2.097240834,1.444140834,,,,,,,97.22623712760006,5.473484603518156
,1354,L,gyrB,gyrB,DNA Replication,(-) Rhamnose,0.698893739,0.698893739,0.430680636,32.51535093,0.325153509,0.401890323,0.050648463,0.465240266,0.604171203,0.86383392,0.108865175,0.665192781,0.083831309,0.538181078,0.80906031,27,6.41981,155,0.834111478,0.105119387,0.598109677,0.949351537,5.0,1X,1,1,,1.144540353,-0.288088331,0.4625,1.318952022,,0.964252022,,-0.288088331,0.4625,0.174411669,,0.617791668,0.127226007,0.043,0.788017675,0.134917675,,,,,,,43.280446592399976,2.4975897800718125
,1396,K,chromosome partitioning protein ParB,chromosome partitioning protein ParB,Chromosome and associated proteins,(-) Rhamnose,0.69918867,0.69918867,0.430498967,74.61523457,0.746152346,1.106683175,0.189205889,1.067168817,1.801697784,1.037027279,0.177297056,0.614244622,0.105015331,0.41413846,0.67422399,260,3.9436,474,0.376503444,0.064369524,-0.106683175,0.810794111,5.48126142,2X,2,2,,2.626456257,-0.221688318,0.507016681,2.911784621,,2.557084621,,-0.221688318,0.507016681,0.285328364,,1.417689457,0.097902332,0.047138848,1.562730637,0.909630637,,,,,,,65.34751569375007,2.4967853768133415
,1998,S,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.69950978,0.69950978,0.430301346,52.3258822,0.523258822,0.782715091,0.1156777,0.748036463,0.942878342,1.046359542,0.154641793,0.830133704,0.122685711,0.554959,0.66851761,275,4.52342,419,0.713131817,0.105393967,0.217284909,0.8843223,9.556194854,1X,1,1,,1.841871053,-0.297069553,0.883948024,2.428749525,,2.074049525,,-0.297069553,0.883948024,0.586878471,,0.994191762,0.131192308,0.082183276,1.207567345,0.554467345,,,,,,,49.75559860311992,4.530377291508894
,1350,L,gyrB,gyrB,DNA Replication,(-) Rhamnose,0.699795693,0.699795693,0.43012554,99.07113401,0.99071134,1.46273738,0.214028767,1.415715115,1.674302041,1.033214497,0.151180675,0.873640087,0.127831635,0.59171602,0.67729953,255,4.62887,403,0.013714257,0.00200668,-0.46273738,0.785971233,14.92540355,5X,5,5,,3.487303917,-0.316745586,1.380599828,4.55115816,,4.19645816,,-0.316745586,1.380599828,1.063854243,,1.882351546,0.139881667,0.128358471,2.150591684,1.497491684,,,,,,,92.82882599201999,7.060067561666687
,1839,H,panB,panB,Biosynthesis of secondary metabolites,(-) Rhamnose,0.69994985,0.69994985,0.430030809,48.71546292,0.487154629,0.845138868,0.085721083,0.695985047,1.425272693,1.214306071,0.123165122,0.592966435,0.060143637,0.34179749,0.576419625,457,5.68302,257,0.88970838,0.090241697,0.154861132,0.914278917,5.783491152,1X,1,1,,1.714784295,-0.182964196,0.534972932,2.06679303,,1.71209303,,-0.182964196,0.534972932,0.352008735,,0.925593795,0.080800927,0.049738024,1.056132746,0.403032746,,,,,,,57.28939663640004,2.488171720615717
,1934,C,sdhB,sdhB,Biosynthesis of antibiotics,(-) Rhamnose,0.69996703,0.69996703,0.430020254,65.50743739,0.655074374,1.035522202,0.12310258,0.935864613,1.560941839,1.106487185,0.131538876,0.663395763,0.078864296,0.4196661,0.632602925,360,5.32137,305,0.545248231,0.064818952,-0.035522202,0.87689742,6.830524939,1X,1,1,,2.305861796,-0.224647263,0.631823557,2.71303809,,2.35833809,,-0.224647263,0.631823557,0.407176294,,1.24464131,0.099209066,0.058742514,1.402592891,0.749492891,,,,,,,70.36673010889994,3.0464991532613444
,2032,F,tmk,tmk,,(-) Rhamnose,0.70012948,0.70012948,0.429920477,100.0,1.0,1.765960956,0.2105405,1.428307233,3.785561422,1.236401326,0.14740561,0.466499089,0.055616717,0.26416161,0.566263935,474,4.74968,383,0.0,0.0,-0.765960956,0.7894595,14.81102867,5X,5,5,,3.52,-0.14140571,1.370020152,4.748614442,,4.393914442,,-0.14140571,1.370020152,1.228614442,,1.9,0.062447805,0.127374847,2.089822651,1.436722651,,,,,,,94.921792501,5.550104192989693
,1468,F,inosine-5-monophosphate dehydrogenase,inosine-5-monophosphate dehydrogenase,adenosine nucleotides degradation I,(-) Rhamnose,0.70015355,0.70015355,0.429905697,70.88903743,0.708890374,1.265351768,0.180630642,1.01247844,1.250900094,1.249756752,0.178404433,1.01155302,0.144400535,0.56670423,0.56023186,479,3.92453,476,0.519623475,0.07417694,-0.265351768,0.819369358,16.03351497,1X,1,1,,2.495294118,-0.303356774,1.483100135,3.675037478,,3.320337478,,-0.303356774,1.483100135,1.17974336,,1.346891711,0.13396888,0.137888229,1.61874882,0.96564882,,,,,,,73.25064539899996,7.43976232346127
,2056,,hypothetical protein,hypothetical protein,Others,(-) Rhamnose,0.70134033,0.70134033,0.429178228,0.0,0.0,0.0,0.0,0.0,0.0,0.895961299,0.080247093,0.786446708,0.070438379,0.61561453,0.782779715,60,8.73976,12,1.277498613,0.114419618,1.0,1.0,6.216457313,1X,1,1,,0.0,-0.329538458,0.575022301,0.245483844,,-0.109216156,,-0.329538458,0.575022301,0.245483844,,0.0,0.145531275,0.053461533,0.198992808,-0.454107192,,,,,,,12.284469664600003,3.1754829910630527
,1883,I,FMN-dependent NADH-azoreductase,FMN-dependent NADH-azoreductase,Others,(-) Rhamnose,0.70139675,0.70139675,0.429143705,30.80940325,0.308094033,0.498304587,0.043183689,0.439257856,0.492160358,1.134423848,0.098310568,1.012484203,0.087743128,0.62600335,0.61828456,388,7.1345,87,1.119073663,0.096980302,0.501695413,0.956816311,5.0,1X,1,1,,1.084490994,-0.335099593,0.4625,1.211891401,,0.857191401,,-0.335099593,0.4625,0.127400407,,0.585378662,0.147987192,0.043,0.776365854,0.123265854,,,,,,,37.273737740789954,2.6340561701702736
,1962,,thioredoxin,thioredoxin,,(-) Rhamnose,0.70193618,0.70193618,0.428813913,9.0,0.09,0.139774213,0.014990506,0.128216785,0.129416978,1.090139745,0.116915317,1.080029954,0.115831062,0.69542653,0.643895595,335,6.0038,199,1.413272597,0.151570672,0.860225787,0.985009494,5.0,1X,1,1,,0.3168,-0.372261822,0.4625,0.407038178,,0.052338178,,-0.372261822,0.4625,0.090238178,,0.171,0.164398832,0.043,0.378398832,-0.274701168,,,,,,,14.980217023480009,2.7419323449492152
,1997,M,3-deoxy-manno-octulosonate cytidylyltransferase,3-deoxy-manno-octulosonate cytidylyltransferase,CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis,(-) Rhamnose,0.70240959,0.70240959,0.428524901,31.75558145,0.317555815,0.485070489,0.049719711,0.45209493,0.540810502,1.072939457,0.109976262,0.896932451,0.09193555,0.587185,0.65465911,312,6.38692,157,1.042442051,0.106850279,0.514929511,0.950280289,13.29228792,1X,1,1,,1.117796467,-0.314320131,1.229536633,2.033012969,,1.678312969,,-0.314320131,1.229536633,0.915216502,,0.603356048,0.138810534,0.114313676,0.856480258,0.203380258,,,,,,,37.863727028560035,6.3049095429608535
,1377,L,Holliday junction DNA helicase,Holliday junction DNA helicase,Ribosome biogenesis,(-) Rhamnose,0.70244751,0.70244751,0.428501768,0.0,0.0,0.0,0.0,0.0,0.0,1.17074585,0.117074585,1.031149678,0.103114968,0.618689807,0.6,429,6.0,207,1.666666667,0.166666667,1.0,1.0,5.0,1X,1,1,,0.0,-0.331184654,0.4625,0.131315346,,-0.223384654,,-0.331184654,0.4625,0.131315346,,0.0,0.14625827,0.043,0.18925827,-0.46384173,,,,,,,11.013531280188888,2.6226917088632393
,1841,O,groEL,groEL,RNA degradation,(-) Rhamnose,0.70254412,0.70254412,0.428442843,48.5905467,0.485905467,0.681083597,0.116731803,0.691636942,0.765775269,0.984741495,0.168776124,0.889404012,0.152436109,0.6345275,0.713429995,173,4.16258,454,0.720595625,0.12350382,0.318916403,0.883268197,5.666242884,1X,1,1,,1.710387244,-0.339662571,0.524127467,1.89485214,,1.54015214,,-0.339662571,0.524127467,0.184464896,,0.923220387,0.150002301,0.048729689,1.121952377,0.468852377,,,,,,,51.404469627899964,2.9564003202119205
,1960,S,trans-2-enoyl-CoA reductase,trans-2-enoyl-CoA reductase,(5Z)-dodecenoate biosynthesis II,(-) Rhamnose,0.70281707,0.70281707,0.42827645,0.0,0.0,0.0,0.0,0.0,0.0,1.071545997,0.100120243,0.957198091,0.089436109,0.62781734,0.655890715,309,7.01973,102,1.524644239,0.142455622,1.0,1.0,8.756058676,1X,1,1,,0.0,-0.336070622,0.809935428,0.473864805,,0.119164805,,-0.336070622,0.809935428,0.473864805,,0.0,0.148416019,0.075302105,0.223718124,-0.429381876,,,,,,,5.792956533200001,4.372025401841057
,1910,J,30S ribosomal protein S12,30S ribosomal protein S12,Ribosome biogenesis,(-) Rhamnose,0.70301818,0.70301818,0.428153935,50.22291142,0.502229114,0.64597211,0.100899061,0.714389938,0.774234588,0.904229015,0.141238077,0.834336415,0.130321046,0.64867822,0.777478015,70,4.97754,357,0.640237893,0.100003392,0.35402789,0.899100939,5.0,1X,1,1,,1.767846482,-0.347237451,0.4625,1.883109031,,1.528409031,,-0.347237451,0.4625,0.115262549,,0.954235317,0.153347531,0.043,1.150582848,0.497482848,,,,,,,55.39128064896999,2.6692904858442286
,1940,T,exopolysaccharide biosynthesis protein,exopolysaccharide biosynthesis protein,Others,(-) Rhamnose,0.70318167,0.70318167,0.428054389,31.52173913,0.315217391,0.442353945,0.09863551,0.448273049,0.50866601,0.986795762,0.220034442,0.869635353,0.193910166,0.61969423,0.71259089,176,3.19578,509,0.960975811,0.214277143,0.557646055,0.90136449,5.0,1X,1,1,,1.109565217,-0.331722321,0.4625,1.240342896,,0.885642896,,-0.331722321,0.4625,0.130777679,,0.598913043,0.146495716,0.043,0.788408759,0.135308759,,,,,,,40.849595852533284,2.6242524744619917
,1449,J,aspartate--tRNA(Asp/Asn) ligase,aspartate--tRNA(Asp/Asn) ligase,Aminoacyl-tRNA biosynthesis,(-) Rhamnose,0.70356203,0.70356203,0.427822974,99.32169621,0.993216962,1.528018785,0.196113528,1.411697789,1.631259446,1.082397944,0.138920334,0.936711072,0.120222156,0.60886511,0.65000311,324,5.0645,346,0.010435393,0.00133933,-0.528018785,0.803886472,17.09991092,5X,5,5,,3.496123707,-0.325925493,1.58174176,4.751939973,,4.397239973,,-0.325925493,1.58174176,1.255816267,,1.887112228,0.143935712,0.147059234,2.178107174,1.525007174,,,,,,,96.21137531391987,8.129360386196684
,1967,M,lauroyl acyltransferase,lauroyl acyltransferase,Lipopolysaccharide biosynthesis,(-) Rhamnose,0.70397456,0.70397456,0.427572269,0.0,0.0,0.0,0.0,0.0,0.0,0.888853895,0.112090185,0.769477248,0.097036023,0.60942795,0.79200256,47,6.28043,166,1.262622181,0.159224766,1.0,1.0,5.0,1X,1,1,,0.0,-0.326226782,0.4625,0.136273218,,-0.218426782,,-0.326226782,0.4625,0.136273218,,0.0,0.144068767,0.043,0.187068767,-0.466031233,,,,,,,5.085732113079997,2.608299776593505
,2064,I,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,cardiolipin biosynthesis I,(-) Rhamnose,0.70414435,0.70414435,0.427469169,18.57110273,0.185711027,0.24593479,0.01992054,0.263739995,0.263387397,0.932489552,0.075530979,0.933737878,0.075632093,0.70508699,0.755123045,93,9.32259,4,1.078352698,0.087345788,0.75406521,0.98007946,5.0,1X,1,1,,0.653702816,-0.377433066,0.4625,0.73876975,,0.38406975,,-0.377433066,0.4625,0.085066934,,0.352850952,0.166682564,0.043,0.562533516,-0.090566484,,,,,,,16.969056397919974,2.756943663523285
,1966,E,diaminopimelate epimerase,diaminopimelate epimerase,Biosynthesis of amino acids,(-) Rhamnose,0.7043081,0.7043081,0.427369783,26.20338608,0.262033861,0.436723101,0.04367231,0.372044366,0.568880448,1.173846833,0.117384683,0.767688717,0.076768872,0.46061323,0.6,445,6.0,85,1.229943565,0.122994357,0.563276899,0.95632769,5.0,1X,1,1,,0.92235919,-0.246566262,0.4625,1.138292928,,0.783592928,,-0.246566262,0.4625,0.215933738,,0.497864336,0.108888968,0.043,0.649753303,-0.003346697,,,,,,,27.242876472000034,2.377057664889616
,2013,U,transporter MotA/TolQ/ExbB proton channel familyprotein,transporter MotA/TolQ/ExbB proton channel familyprotein,Others,(-) Rhamnose,0.70442121,0.70442121,0.42730116,46.99398798,0.46993988,0.669162025,0.061047882,0.667129089,0.752336768,1.003047291,0.09150835,0.889444798,0.081144355,0.62464032,0.702281155,198,7.69789,49,0.754769107,0.068857845,0.330837975,0.938952118,6.974521324,1X,1,1,,1.654188377,-0.334369963,0.645143222,1.964961636,,1.610261636,,-0.334369963,0.645143222,0.310773259,,0.892885772,0.147664972,0.059980883,1.100531627,0.447431627,,,,,,,32.99810155170997,3.5422357184115327
,1840,O,groEL,groEL,RNA degradation,(-) Rhamnose,0.70480447,0.70480447,0.427068801,100.0,1.0,1.460694746,0.279309324,1.418833226,1.591330508,1.029504186,0.19685846,0.917907838,0.175519367,0.62840497,0.684605735,241,3.58026,497,0.0,0.0,-0.460694746,0.720690676,5.410949576,5X,5,5,,3.52,-0.33638518,0.500512836,3.684127655,,3.329427655,,-0.33638518,0.500512836,0.164127655,,1.9,0.148554935,0.046534166,2.095089101,1.441989101,,,,,,,81.53118232733,2.827701812281191
,1835,U,preprotein translocase subunit SecD,preprotein translocase subunit SecD,Others,(-) Rhamnose,0.70481024,0.70481024,0.427065305,98.14229833,0.981422983,1.352362631,0.195218314,1.392464138,2.411303583,0.971201048,0.140196296,0.560842957,0.080959658,0.4070093,0.725709925,153,5.02731,351,0.025598405,0.00369522,-0.352362631,0.804781686,15.04374632,1X,1,5,,3.454608901,-0.217872078,1.391546535,4.628283358,,4.273583358,,-0.217872078,1.391546535,1.173674456,,1.864703668,0.096216999,0.129376218,2.090296885,1.437196885,,,,,,,98.04352010729995,6.278420620591406
,1352,L,gyrB,gyrB,DNA Replication,(-) Rhamnose,0.704888676,0.704888676,0.427017783,98.69084083,0.986908408,1.080380622,0.165523672,1.400091166,1.904379852,0.771650196,0.118223495,0.567313617,0.086917361,0.51823086,0.913482145,1,5.96234,227,0.014331524,0.002195714,-0.080380622,0.834476328,14.8806053,5X,5,5,,3.473917597,-0.277408979,1.37645599,4.572964608,,4.218264608,,-0.277408979,1.37645599,1.099047011,,1.875125976,0.122509775,0.127973206,2.125608957,1.472508957,,,,,,,92.72764477799994,6.711167301657547
,2007,V,ATP-binding protein,ATP-binding protein,,(-) Rhamnose,0.70507758,0.70507758,0.426903377,100.0,1.0,1.481759877,0.288815337,1.418283645,1.925495827,1.044755668,0.203637219,0.769547176,0.149995307,0.51934675,0.67487318,258,3.46242,505,0.0,0.0,-0.481759877,0.711184663,15.94359246,5X,5,5,,3.52,-0.278006315,1.474782303,4.716775987,,4.362075987,,-0.278006315,1.474782303,1.196775987,,1.9,0.122773572,0.137114895,2.159888467,1.506788467,,,,,,,87.7766162277,7.173154144808896
