OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
2350751	206561118	BCAL2781	3051820	3052608	-	262	COG1179H	ThiF family protein
2350752	206561119	BCAL2782	3052806	3053450	+	214	COG0259H	pyridoxamine 5'-phosphate oxidase
2350753	206561122	BCAL2785	3056134	3056694	-	186	COG0225O	putative peptide methionine sulfoxide reductase
2350754	206561125	BCAL2788	3059563	3060072	+	169	COG1853R	flavin reductase family protein
2350755	206561126	BCAL2789	3060059	3060559	-	166	COG1522K	AnsC family regulatory protein
2350756	206561130	BCAL2793	3063658	3065085	-	475	COG2271G	major facilitator superfamily protein
2350757	206561134	BCAL2797	3069466	3070377	+	303	COG0583K	LysR family regulatory protein
2350758	206561137	BCAL2800	3073651	3074607	+	318	COG2390K	putative transcriptional regulator
2350759	206561140	BCAL2803	3077166	3078050	+	294	COG0583K	LysR family regulatory protein
2350760	206561155	BCAL2818	3092132	3093673	-	513	COG1070G	putative sugar kinase protein
2350761	206561156	BCAL2819	3093965	3095413	+	482	COG2233F	putative permease
2350762	206561160	BCAL2823	3102202	3102843	+	213	COG1309K	TetR family regulatory protein
2350763	206561161	BCAL2824	3102881	3103558	-	225	COG1335Q	isochorismatase family protein
2350764	206561162	BCAL2825	3103711	3104718	+	335	COG4977K	AraC family regulatory protein
2350765	206561169	BCAL2832	3110327	3111850	+	507	COG2027M	D-alanyl-D-alanine carboxypeptidase/endopeptidase
2350766	206561170	BCAL2833	3112183	3113097	+	304	COG3000I	hypothetical protein
2350767	206561171	BCAL2834	3113193	3114329	+	378	COG3240IR	putative acylhydrolase
2350768	206561176	BCAL2839	3118410	3119474	-	354	COG0191G	fructose-1,6-bisphosphate aldolase
2350769	206561177	BCAL2840	3119793	3121229	-	478	COG0469G	pyruvate kinase
2350770	206561178	BCAL2841	3121514	3122860	-	448	COG0126G	phosphoglycerate kinase
2350771	206561181	BCAL2844	3124274	3125197	+	307	COG0115EH	branched-chain amino acid aminotransferase
2350772	206561182	BCAL2845	3125214	3126179	-	321	COG3547L	putative transposase
2350773	206561183	BCAL2846	3126480	3126983	+	167	COG1956T	hypothetical protein
2350774	206561188	BCAL2851	3129608	3130540	-	310	COG0596R	putative hydrolase
2350775	206561189	BCAL2852	3130725	3132203	-	492	COG3706T	putative diguanylate cyclase
2350776	206561190	BCAL2853	3133492	3134079	-	195	COG0558I	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 1
2350777	206561191	BCAL2855	3135845	3136810	-	321	COG3547L	transposase
2350778	206561192	BCAL2857	3137463	3138656	+	397	COG4394S	hypothetical protein
2350779	206561193	BCAL2858	3138794	3139351	+	185	COG0231J	elongation factor P
2350780	206561194	BCAL2859	3139619	3141004	+	461	COG2204T	sigma-54 interacting response regulator protein
2350781	206561207	BCAL2872	3153078	3153677	-	199	COG1595K	RNA polymerase sigma factor RpoE
2350782	206561210	BCAL2875	3155642	3155881	-	79	COG0236IQ	acyl carrier protein
2350783	206561223	BCAL2888	3166411	3169575	+	1054	COG1530J	ribonuclease E 1
2350784	206561233	BCAL2898	3178490	3179689	-	399	COG1488H	nicotinate phosphoribosyltransferase
2350785	206561234	BCAL2899	3179959	3180282	+	107	COG1146C	4Fe-4S ferredoxin
2350786	206561239	BCAL2904	3183539	3184321	+	260	-	hypothetical protein
2350787	206561240	BCAL2905	3184464	3185009	+	181	-	hypothetical protein
2350788	206561241	BCAL2906	3185123	3185341	+	72	COG2501S	hypothetical protein
2350789	206561242	BCAL2907	3185478	3186866	+	462	COG0534V	putative multidrug resistance protein
2350790	206561243	BCAL2908	3187061	3188455	+	464	COG0114C	fumarate hydratase
2350791	206561244	BCAL2909	3188502	3188996	-	164	COG1607I	long-chain acyl-CoA thioester hydrolase
2350792	206561245	BCAL2910	3189471	3190178	+	235	COG0640K	ArsR family regulatory protein
2350793	206561246	BCAL2911	3190341	3192869	+	842	-	proline-rich exported protein
2350794	206561249	BCAL2914	3195882	3196208	+	108	-	hypothetical protein
2350795	206561250	BCAL2915	3196499	3196999	+	166	COG0262H	dihydrofolate reductase
2350796	206561251	BCAL2916	3197086	3198456	-	456	COG0312R	microcin-processing peptidase
2350797	206561254	BCAL2919	3199813	3200433	-	206	COG1949A	oligoribonuclease
2350798	206561258	BCAL2923	3203216	3204154	-	312	COG1270H	CobD/CbiB family protein
2350799	206561259	BCAL2924	3204275	3204961	-	228	COG0494LR	NUDIX hydrolase
2350800	206561260	BCAL2925	3205049	3205441	-	130	COG0335J	50S ribosomal protein L19
2350801	206561264	BCAL2929	3207498	3208637	+	379	COG2133G	hypothetical protein
2350802	206561265	BCAL2930	3208749	3209216	+	155	-	hypothetical protein
2350803	206561266	BCAL2931	3209268	3210434	-	388	COG1533L	radical SAM superfamily protein
2350804	206561267	BCAL2932	3210537	3211025	-	162	COG1522K	leucine-responsive regulatory protein
2350805	206561268	BCAL2933	3211172	3212458	+	428	COG0665E	D-amino acid dehydrogenase small subunit
2350806	206561274	BCAL2939	3217332	3218240	+	302	COG2267I	putative exported monoglyceride lipase
2350807	206561275	BCAL2940	3218269	3219192	-	307	COG0123BQ	putative histone deacetylase-family protein
2350808	206561276	BCAL2941	3219362	3220579	+	405	COG2951M	putative exported transglycosylase
2350809	206561277	BCAL2942	3220657	3221559	-	300	COG0031E	cysteine synthase B
2350810	206561278	BCAL2943	3221769	3222116	-	115	COG1555L	hypothetical protein
2350811	206561283	BCAL2948	3226922	3227215	-	97	-	hypothetical protein
2350812	206561291	BCAL2956	3235112	3235711	-	199	-	hypothetical protein
2350813	206561292	BCAL2957	3235795	3238398	-	867	COG0188L	DNA gyrase subunit A
2350814	206561293	BCAL2958	3238954	3239622	+	222	COG2885M	putative ompA family protein
2350815	206561296	BCAL2961	3241751	3242995	+	414	COG0582L	putative integrase
2350816	206561297	BCAL2962	3243094	3243792	-	232	-	hypothetical protein
2350817	206561311	BCAL2969a	3252756	3253013	-	85	-	hypothetical protein
2350818	206561314	BCAL2971a	3254853	3255065	+	70	-	hypothetical protein
2350819	206561315	BCAL2971b	3255243	3255455	-	70	-	hypothetical protein
2350820	206561316	BCAL2972	3255734	3256495	+	253	-	hypothetical protein
2350821	206561317	BCAL2973	3256850	3257203	-	117	-	hypothetical protein
2350822	206561324	BCAL2980	3264468	3266114	-	548	COG0654HC	putative oxygenase
2350823	206561325	BCAL2981	3266173	3268080	+	635	COG4783R	hypothetical protein
2350824	206561326	BCAL2982	3268162	3269457	-	431	COG2814G	citrate-proton symporter
2350825	206561327	BCAL2982A	3269812	3270780	+	322	-	hypothetical protein
2350826	206561328	BCAL2983A	3270859	3271557	-	232	-	putative lipoprotein
2350827	206561329	BCAL2984	3271673	3272863	-	396	COG2071R	family C26 cysteine peptidase
2350828	206561332	BCAL2987	3275345	3275857	+	170	COG1495O	disulfide bond formation protein B
2350829	206561335	BCAL2990	3278903	3280222	+	439	COG0402FR	guanine deaminase
2350830	206561336	BCAL2991	3280568	3281140	+	190	COG2119S	hypothetical protein
2350831	206561337	BCAL2992	3281195	3281902	-	235	-	putative lipoprotein
2350832	206561338	BCAL2993	3282090	3284783	+	897	COG0308E	aminopeptidase N
2350833	206561339	BCAL2994	3285066	3286079	+	337	COG0158G	fructose-1,6-bisphosphatase
2350834	206561340	BCAL2995	3286531	3287340	+	269	COG2197TK	LuxR superfamily regulatory protein
2350835	206561343	BCAL2998	3289709	3289963	+	84	-	transglycosylase associated protein
2350836	206561347	BCAL3002	3294274	3294663	-	129	-	hypothetical protein
2350837	206561348	BCAL3003	3294862	3295008	+	48	-	hypothetical protein
2350838	206561349	BCAL3004	3295232	3295825	+	197	COG1605E	chorismate mutase
2350839	206561350	BCAL3005	3295839	3296966	-	375	COG0847L	possible DNA polymerase/helicase
2350840	206561351	BCAL3006	3297108	3297311	-	67	COG1278K	cold shock-like protein
2350841	206561352	BCAL3007	3297705	3297971	+	88	-	hypothetical protein
2350842	206561353	BCAL3008	3298474	3299625	+	383	COG3203M	putative outer membrane porin protein
2350843	206561354	BCAL3009	3299708	3300271	-	187	COG0782K	transcription elongation factor GreB
2350844	206561362	BCAL3017	3308313	3308708	+	131	-	hypothetical protein
2350845	206561363	BCAL3018	3308939	3309232	+	97	-	hypothetical protein
2350846	206561364	BCAL3019	3309530	3310021	+	163	-	putative lipoprotein
2350847	206561367	BCAL3022	3311936	3312931	-	331	COG0859M	putative lipopolysaccharide heptosyltransferase
2350848	206561368	BCAL3023	3313122	3314684	+	520	COG0038P	putative chloride-channel protein
2350849	206561369	BCAL3024	3314801	3315202	-	133	-	hypothetical protein
2350850	206561373	BCAL3028	3317460	3317960	-	166	-	acetyltransferase (GNAT) family protein
2350851	206561374	BCAL3029	3318640	3319800	+	386	-	putative alkane monooxygenase
2350852	206561375	BCAL3030	3320243	3321544	-	433	COG0172J	seryl-tRNA synthetase
2350853	206561376	BCAL3031	3321793	3322059	+	88	COG5460S	hypothetical protein
2350854	206561377	BCAL3032	3322102	3323427	-	441	COG2256L	recombination factor protein RarA
2350855	206561380	BCAL3035	3327026	3327988	+	320	COG0492O	thioredoxin reductase
2350856	206561383	BCAL3038	3329609	3330727	-	372	COG3839G	ABC transporter ATP-binding protein
2350857	206561386	BCAL3041	3332764	3334011	-	415	COG1653G	maltose-binding protein
2350858	206561392	BCAL3047	3340107	3341324	-	405	COG2814G	major facilitator superfamily protein
2350859	206561393	BCAL3048	3341574	3342026	+	150	-	hypothetical protein
2350860	206561397	BCAL3052	3345604	3346122	+	172	COG3812S	hypothetical protein
2350861	206561401	BCAL3056	3348481	3349677	+	398	COG0436E	aminotransferase
2350862	206561402	BCAL3057	3349796	3350923	-	375	COG0741M	putative lipoprotein
2350863	206561405	BCAL3059A	3353923	3354219	-	98	-	hypothetical protein
2350864	206561406	BCAL3060	3354734	3355663	+	309	COG5495S	hypothetical protein
2350865	206561407	BCAL3061	3355739	3356302	+	187	COG0762S	hypothetical protein
2350866	206561410	BCAL3064	3357259	3358125	-	288	COG0846K	putative NAD-dependent deacetylase
2350867	206561413	BCAL3067	3359367	3360122	+	251	COG1349KG	DeoR family regulatory protein
2350868	206561419	BCAL3073	3365509	3366690	-	393	COG4948MR	hypothetical protein
2350869	206561420	BCAL3074	3367018	3367362	-	114	COG3450R	hypothetical protein
2350870	206561421	BCAL3076	3368967	3370727	+	586	-	putative integrase
2350871	206561422	BCAL3076A	3370758	3370985	-	75	COG1476K	putative DNA-binding protein
2350872	206561428	BCAL3082	3374201	3374914	+	237	COG1961L	putative phage resolvase/recombinase for integration and excision
2350873	206561429	BCAL3083	3375227	3375595	-	122	-	hypothetical protein
2350874	206561434	BCAL3088	3379031	3379969	+	312	COG0583K	LysR family regulatory protein
2350875	206561435	BCAL3089	3380119	3380646	+	175	COG3195S	hypothetical protein
2350876	206561436	BCAL3090	3380990	3381766	+	258	COG0220R	tRNA (guanine-N(7)-)-methyltransferase
2350877	206561440	BCAL3094	3383839	3385230	+	463	COG0635H	coproporphyrinogen III oxidase
2350878	206561441	BCAL3095	3385327	3385584	+	85	-	hypothetical protein
2350879	206561444	BCAL3098	3387037	3388344	+	435	COG0683E	hypothetical protein
2350880	206561449	BCAL3103	3393006	3393881	+	291	COG0829O	UreD-family accessory protein
2350881	206561459	BCAL3113	3401971	3403365	-	464	COG1109G	phosphomannomutase
2350882	206561469	BCAL3123	3414162	3414830	+	222	COG1043M	acetyltransferase
2350883	206561470	BCAL3124	3414875	3416842	-	655	COG0463M	glycosyltransferase
2350884	206561471	BCAL3126b	3418040	3418857	+	273	COG3293L	putative transposase
2350885	206561480	BCAL3136	3427593	3428432	+	279	COG0639T	diadenosine tetraphosphatase
2350886	206561489	BCAL3145	3435341	3436207	+	288	COG0351H	putative kinase
2350887	206561498	BCAL3154	3442386	3445307	-	973	-	putative glycine-rich surface protein
2350888	206561501	BCAL3157	3448229	3449203	+	324	COG2423E	putative ornithine cyclodeaminase
2350889	206561502	BCAL3158	3449345	3449992	+	215	COG2964S	hypothetical protein
2350890	206561503	BCAL3159	3450176	3450904	+	242	COG2761Q	hypothetical protein
2350891	206561504	BCAL3160	3451036	3452475	+	479	COG2814G	major facilitator superfamily protein
2350892	206561505	BCAL3161	3452711	3453556	+	281	-	hypothetical protein
2350893	206561508	BCAL3164	3454926	3456761	-	611	COG2939E	family S10 serine peptidase
2350894	206561514	BCAL3170	3463635	3464036	-	133	COG4460S	hypothetical protein
2350895	206561518	BCAL3174	3469185	3470342	+	385	-	major facilitator superfamily transporter
2350896	206561519	BCAL3175	3470472	3471362	-	296	COG5006R	hypothetical protein
2350897	206561520	BCAL3176	3471497	3472432	+	311	COG4977K	AraC family regulatory protein
2350898	206561521	BCAL3177	3472470	3473642	-	390	COG0075E	putative aminotransferase
2350899	206561524	BCAL3180	3476646	3477389	+	247	COG0778C	putative oxidoreductase
2350900	206561532	BCAL3188	3486540	3487343	+	267	COG2200T	putative diguanylate phosphodiesterase
2350901	206561533	BCAL3189	3487535	3487945	-	136	COG3791S	hypothetical protein
2350902	206561534	BCAL3190	3488086	3488877	-	263	COG1414K	IclR family regulatory protein
2350903	206561535	BCAL3191	3488991	3490178	+	395	COG1960I	putative glutaryl-CoA dehydrogenase
2350904	206561536	BCAL3192	3490304	3490942	-	212	COG0450O	putative oxidoreductase
2350905	206561537	BCAL3193	3491261	3491563	+	100	COG4575S	hypothetical protein
2350906	206561550	BCAL3205a	3502025	3502345	-	106	-	putative phage-related regulator
2350907	206561553	BCAL3208	3503667	3504686	+	339	COG3547L	putative transposase
2350908	206561558	BCAL3212	3507499	3507942	-	147	COG4682S	hypothetical protein
2350909	206561559	BCAL3213	3508046	3508993	-	315	COG2207K	AraC family regulatory protein
2350910	206561560	BCAL3214	3509123	3509452	+	109	COG0599S	carboxymuconolactone decarboxylase family protein
2350911	206561561	BCAL3215	3509653	3510486	+	277	COG0121R	family C44 cysteine peptidase
2350912	206561562	BCAL3216	3510685	3511248	+	187	COG0529P	adenylyl-sulfate kinase
2350913	206561569	BCAL3225	3526141	3526404	-	87	-	transposase
2350914	206561570	BCAL3227	3527662	3529458	-	598	COG1196D	hypothetical protein
2350915	206561571	BCAL3228	3530473	3531018	-	181	COG2055C	hypothetical protein
2350916	206561572	BCAL3229	3531274	3533205	-	643	COG3882Q	hypothetical protein
2350917	206561573	BCAL3229A	3534011	3534439	-	142	-	hypothetical protein
2350918	206561574	BCAL3230	3534564	3535046	+	160	-	hypothetical protein
2350919	206561575	BCAL3231	3535239	3536282	+	347	-	hypothetical protein
2350920	206561576	BCAL3232	3536307	3537905	+	532	-	hypothetical protein
2350921	206561577	BCAL3233	3539110	3540081	+	323	COG1442M	glcosyltransferase
2350922	206561578	BCAL3234	3540104	3541036	+	310	COG1216R	glycosyltransferase
2350923	206561579	BCAL3235	3541085	3542236	-	383	COG0562M	putative UDP-galactopyranose mutase
2350924	206561590	BCAL3246	3554996	3556423	+	475	COG0836M	putative GDP-mannose pyrophosphorylase
2350925	206561591	BCAL3247	3556622	3557434	+	270	COG0668M	mechanosensitive ion channel protein
2350926	206561592	BCAL3250	3558216	3559484	-	422	COG3328L	putative transposase
2350927	206561593	BCAL3252	3560234	3560527	-	97	COG2963L	putative transposase
2350928	206561594	BCAL3254	3561454	3561978	-	174	COG2963L	putative transposase
2350929	206561595	BCAL3255	3562071	3562754	-	227	COG0586S	putative DedA family protein
2350930	206561598	BCAL3258	3565908	3566540	-	210	COG1309K	tetracycline repressor protein
2350931	206561599	BCAL3260	3567819	3568214	-	131	COG4319S	hypothetical protein
2350932	206561600	BCAL3261	3568326	3569381	-	351	COG0150F	phosphoribosylaminoimidazole synthetase
2350933	206561609	BCAL3270	3578158	3580110	-	650	COG0443O	molecular chaperone DnaK
2350934	206561614	BCAL3275	3583374	3584396	-	340	COG1420K	heat-inducible transcription repressor
2350935	206561617	BCAL3278	3587194	3590070	-	958	COG1391OT	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
2350936	206561620	BCAL3281	3595403	3596869	+	488	COG0312R	putative DNA gyrase control protein
2350937	206561621	BCAL3282	3597267	3598340	+	357	COG0722E	phospho-2-dehydro-3-deoxyheptonate aldolase
2350938	206561624	BCAL3285	3599178	3600386	-	402	COG1017C	flavohemoprotein
2350939	206561625	BCAL3286	3600481	3601032	-	183	COG2096S	cobalamin adenosyltransferase protein
2350940	206561635	BCAL3296	3610934	3611827	-	297	COG0382H	4-hydroxybenzoate octaprenyltransferase
2350941	206561636	BCAL3297	3612004	3612492	-	162	COG0783P	putative ferritin DPS-family DNA binding protein
2350942	206561637	BCAL3298	3612631	3612801	-	56	-	hypothetical protein
2350943	206561638	BCAL3299	3612912	3615098	-	728	COG0376P	peroxidase/catalase KatB
2350944	206561639	BCAL3301	3615721	3616680	-	319	COG0583K	oxidative stress regulatory protein
2350945	206561640	BCAL3302	3616817	3619048	-	743	COG1200LK	ATP-dependent DNA helicase RecG
2350946	206561641	BCAL3303	3619297	3620364	+	355	COG0809J	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2350947	206561642	BCAL3304	3620518	3621669	+	383	COG0343J	putative queuine tRNA-ribosyltransferase
2350948	206561646	BCAL3308	3625647	3627056	+	469	COG0793M	putative peptidase
2350949	206561647	BCAL3309	3627075	3628352	-	425	COG2814G	major facilitator superfamily protein
2350950	206561655	BCAL3317	3634691	3636805	+	704	COG4389L	hypothetical protein
2350951	206561656	BCAL3318	3636958	3638259	+	433	COG0116L	putative RNA-methylase protein
2350952	206561661	BCAL3323	3640538	3641461	-	307	COG0388R	nitrilase
2350953	206561662	BCAL3324	3641551	3642471	+	306	COG0583K	LysR family regulatory protein
2350954	206561669	BCAL3331	3649291	3649902	-	203	COG0625O	putative glutathione S-transferase
2350955	206561675	BCAL3337	3655891	3656433	+	180	COG0817L	Holliday junction resolvase
2350956	206561683	BCAL3345	3663208	3664356	+	382	COG2377O	anhydro-N-acetylmuramic acid kinase
2350957	206561684	BCAL3346	3664464	3664835	-	123	COG0316S	iron-sulfur cluster insertion protein ErpA
2350958	206561687	BCAL3348a	3666207	3666512	+	101	-	hypothetical protein
2350959	206561688	BCAL3349	3666923	3667387	+	154	COG1765O	putative OsmC-like protein
2350960	206561691	BCAL3352	3670053	3670949	+	298	COG0121R	family C44 non-peptidase-like protein
2350961	206561692	BCAL3353	3671565	3676847	+	1760	COG3468MU	putative outer membrane autotransporter
2350962	206561695	BCAL3358	3679155	3680048	-	297	COG0834ET	periplasmic glutamate/aspartate-binding protein
2350963	206561696	BCAL3359	3680310	3681596	-	428	COG0334E	putative glutamate dehydrogenase
2350964	206561697	BCAL3360	3681874	3682836	-	320	COG0583K	LysR family regulatory protein
2350965	206561698	BCAL3361	3683101	3684489	+	462	COG0015F	adenylosuccinate lyase
2350966	206561699	BCAL3362	3684556	3685977	-	473	COG0665E	putative oxidoreductase
2350967	206561700	BCAL3363	3686254	3686901	+	215	COG1309K	TetR family regulatory protein
2350968	206561705	BCAL3368	3691868	3692716	+	282	COG1737K	putative regulatory protein
2350969	206561715	BCAL3378	3702286	3702714	+	142	COG0735P	ferric uptake regulator
2350970	206561718	BCAL3381	3704469	3705788	-	439	COG1301C	C4-dicarboxylate transporter DctA
2350971	206561719	BCAL3382	3706001	3706723	+	240	COG2186K	GntR family regulatory protein
2350972	206561720	BCAL3383	3706754	3707680	-	308	COG0583K	DNA-binding transcriptional regulator CynR
2350973	206561721	BCAL3384	3707954	3709153	+	399	COG2814G	major facilitator superfamily protein
2350974	206561724	BCAL3387	3711275	3712165	+	296	COG0583K	LysR family regulatory protein
2350975	206561725	BCAL3388	3712243	3713253	-	336	COG0057G	glyceraldehyde 3-phosphate dehydrogenase 1
2350976	206561726	BCAL3389	3713341	3715413	-	690	COG0021G	transketolase
2350977	206561732	BCAL3395	3719319	3721676	-	785	COG0281C	malic enzyme
2350978	206561736	BCAL3399	3723894	3724952	-	352	-	hypothetical protein
2350979	206561764	BCAL3427	3752545	3753195	-	216	-	histone H1-like protein
2350980	206561765	BCAL3428	3753633	3754844	-	403	COG0208F	ribonucleotide-diphosphate reductase subunit beta
2350981	206561766	BCAL3429	3755210	3758221	-	1003	COG0209F	ribonucleotide-diphosphate reductase subunit alpha
2350982	206561770	BCAL3433	3760565	3761932	+	455	COG0541U	signal recognition particle protein
2350983	206561771	BCAL3434	3762000	3762578	+	192	COG0634F	hypoxanthine-guanine phosphoribosyltransferase
2350984	206561774	BCAL3437	3765258	3765902	+	214	COG1051F	dinucleoside polyphosphate hydrolase
2350985	206561775	BCAL3438	3765966	3766523	+	185	-	putative lipoprotein
2350986	206561780	BCAL3443	3769936	3770931	+	331	COG0142H	octaprenyl-diphosphate synthase
2350987	206561781	BCAL3444	3771298	3772590	+	430	COG4536P	hypothetical protein
2350988	206561790	BCAL3453	3780638	3783439	-	933	COG0653U	preprotein translocase subunit SecA
2350989	206561791	BCAL3454	3783696	3784172	+	158	-	hypothetical protein
2350990	206561792	BCAL3455	3784254	3785171	-	305	COG0774M	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
2350991	206561793	BCAL3456	3785412	3785918	-	168	COG0678O	putative thioredoxin reductase
2350992	206561809	BCAL3472	3803799	3804425	-	208	COG2941H	hypothetical protein
2350993	206561810	BCAL3473	3804702	3805853	+	383	COG3203M	putative outer membrane porin
2350994	206561817	BCAL3480	3819525	3819842	-	105	-	hypothetical protein
2350995	206561821	BCAL3484	3821521	3822338	-	273	COG3293L	putative transposase
2350996	206561822	BCAL3485	3822813	3823328	+	171	-	hypothetical protein
2350997	206561829	BCAL3492	3828688	3829071	+	127	-	hypothetical protein
2350998	206561832	BCAL3495	3834736	3835863	-	375	COG3203M	outer membrane porin lipoprotein
2350999	206561837	BCAL3500	3840107	3841111	-	334	COG0715P	putative transport protein
2351000	206561847	BCAL3510	3847365	3848291	+	308	COG0583K	LysR family regulatory protein
2351001	206561848	BCAL3510a	3848322	3848573	-	83	COG4118D	hypothetical protein
2351002	206561849	BCAL3511	3848670	3850232	-	520	COG2814G	multidrug resistance transporter protein
2351003	206561850	BCAL3512	3850410	3850898	-	162	COG1846K	MarR family regulatory protein
2351004	206561851	BCAL3513	3851073	3851357	+	94	-	hypothetical protein
2351005	206561852	BCAL3514	3851642	3853213	+	523	COG1538MU	outer membrane efflux protein
2351006	206561859	BCAL3523	3858661	3859113	-	150	COG2165NU	type II secretion system protein G
2351007	206561860	BCAL3524	3859289	3859699	+	136	-	putative type II secretion system protein
2351008	206561864	BCAL3528	3865151	3865645	+	164	COG0741M	putative invasion protein
2351009	206561865	BCAL3529	3865811	3867112	+	433	COG0523R	putative cobalamin synthesis protein/P47K
2351010	206561866	BCAL3530	3867242	3867520	-	92	COG0776L	DNA-binding protein HU-alpha
2351011	206561867	BCAL3531	3867909	3869840	+	643	COG0665E	5-methylaminomethyl-2-thiouridine methyltransferase

OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
452846	206561869	BCAM0001	230	829	+	199	COG1595K	RNA polymerase sigma factor
452846	206561870	BCAM0001A	831	1022	+	63	-	hypothetical protein
452847	206561872	BCAM0003	2538	3200	+	220	COG1192D	putative partition protein ParA
452847	206561873	BCAM0004	3224	4285	+	353	COG1475K	putative partitioning protein ParB
452848	206561880	BCAM0010	11279	12478	+	399	COG0156H	2-amino-3-ketobutyrate coenzyme A ligase
452848	206561881	BCAM0011	12492	13520	+	342	COG1063ER	L-threonine 3-dehydrogenase
452849	206561882	BCAM0012	13918	14322	-	134	-	hypothetical protein
452849	206561883	BCAM0013	14331	14969	-	212	-	putative acetyltransferase
452850	206561884	BCAM0014	15152	15757	+	201	COG1309K	TetR family regulatory protein
452850	206561885	BCAM0015	15822	16301	+	159	COG3558S	hypothetical protein
452851	206561890	BCAM0020	20953	21471	-	172	-	hypothetical protein
452851	206561891	BCAM0021	21478	22662	-	394	COG1752R	putative patatin-like phospholipase
452851	206561892	BCAM0022	22692	23477	-	261	COG1028IQR	3-hydroxybutyrate dehydrogenase
452851	206561893	BCAM0023	23530	24270	-	246	COG4689Q	acetoacetate decarboxylase
452852	206561896	BCAM0026	25696	26517	-	273	COG2375P	putative siderophore-interacting protein
452852	206561897	BCAM0027	26556	27263	-	235	COG1695K	PadR family regulatory protein
452853	206561898	BCAM0028	28013	29074	+	353	COG3456T	putative FHA-domain-containing protein
452853	206561899	BCAM0029	29092	33123	+	1343	COG0515RTKL	putative protein kinase
452853	206561900	BCAM0030	33157	33501	+	114	-	hypothetical protein
452853	206561901	BCAM0031	33518	33880	+	120	-	hypothetical protein
452853	206561902	BCAM0032	33974	36214	+	746	COG1944S	hypothetical protein
452854	206561904	BCAM0034	37551	38273	-	240	COG1028IQR	putative short-chain dehydrogenase
452854	206561905	BCAM0035	38251	39372	-	373	COG1063ER	putative zinc-binding dehydrogenase
452854	206561906	BCAM0036	39374	40678	-	434	COG2271G	major facilitator superfamily protein
452854	206561907	BCAM0037	40697	41230	-	177	-	2,4'-dihydroxyacetophenone dioxygenase
452855	206561913	BCAM0043	47652	50156	+	834	COG3501S	hypothetical protein
452855	206561914	BCAM0044	50170	51072	+	300	-	hypothetical protein
452855	206561915	BCAM0045	51129	51806	+	225	-	putative lipoprotein
452855	206561916	BCAM0046	51843	53576	+	577	-	hypothetical protein
452856	206561924	BCAM0054	59296	60099	-	267	COG1028IQR	putative short-chain dehydrogenase
452856	206561925	BCAM0055	60099	60734	-	211	COG0302H	GTP cyclohydrolase I
452857	206561928	BCAM0058	63250	63966	+	238	COG1788I	3-oxoadipate CoA-transferase subunit A
452857	206561929	BCAM0059	63986	64642	+	218	COG2057I	3-oxoadipate CoA-transferase subunit B
452857	206561930	BCAM0060	64731	66089	+	452	COG0015F	3-carboxy-cis,cis-muconate cycloisomerase
452857	206561931	BCAM0061	66106	66891	+	261	COG0596R	putative 3-oxoadipate enol-lactonase I
452857	206561932	BCAM0062	66902	67288	+	128	COG0599S	4-carboxymuconolactone decarboxylase
452858	206561936	BCAM0066	71131	73110	+	659	COG4529S	putative lipoprotein
452858	206561937	BCAM0067	73112	73825	+	237	COG1028IQR	putative short chain dehydrogenase
452858	206561938	BCAM0068	73803	75209	+	468	-	major facilitator superfamily protein
452859	206561940	BCAM0070	76940	77818	+	292	COG2267I	putative hydrolase
452859	206561941	BCAM0071	77811	78989	+	392	COG4948MR	putative mandelate racemase/muconate lactonizing enzyme
452859	206561942	BCAM0072	78956	80734	+	592	COG0028EH	putative thiamine pyrophosphate enzyme
452859	206561943	BCAM0073	80783	81664	+	293	COG3802S	hypothetical protein
452860	206561947	BCAM0077	84902	86614	+	570	COG0654HC	putative flavoprotein monooxygenase
452860	206561948	BCAM0078	86622	87692	+	356	-	putative dioxygenase
452860	206561949	BCAM0079	87729	88685	+	318	COG0179Q	putative fumarylacetoacetate hydrolase family protein
452860	206561950	BCAM0080	88682	90643	+	653	COG0318IQ	AMP-binding domain-containing protein
452861	206561952	BCAM0082	91858	92592	-	244	COG0726G	putative polysaccharide deacetylase
452861	206561953	BCAM0083	92616	93182	-	188	-	hypothetical protein
452861	206561954	BCAM0084	93173	94327	-	384	COG0438M	putative glycosyl transferase
452862	206561959	BCAM0089	100455	100892	-	145	COG0456R	putative acetyltransferase
452862	206561960	BCAM0090	100935	101738	-	267	-	hypothetical protein
452863	206561961	BCAM0091	102192	103484	+	430	COG3447T	hypothetical protein
452863	206561962	BCAM0092	103498	104313	+	271	COG1647R	hypothetical protein
452864	206561964	BCAM0094	105426	106892	-	488	COG1070G	xylulose kinase
452864	206561965	BCAM0095	106889	107824	-	311	COG2207K	AraC family regulatory protein
452864	206561966	BCAM0096	107854	109047	-	397	COG3839G	ABC transporter ATP-binding protein
452864	206561967	BCAM0097	109051	110085	-	344	COG1063ER	D-xylulose reductase
