sgRNA,Locus_tag,Gene,Gene2,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
1691,0,SMC-Scp Complex subunit,SMC-Scp Complex subunit,BCAL1503,Others,Transcription,249.4614983,0.039054156,0.166740282,0.234221481,0.81481304,0.967911103,C109,,0.47892775
1692,0,alpha/beta hydrolase 7th gene op,alpha/beta hydrolase 7th gene op,BCAM2699,Others,Lipid transport and metabolism,188.3971402,0.489488878,0.170807757,2.86572979,0.004160492,0.04018727,C109,,3.104608824
1693,0,nusA [Control],nusA [Control],BCAL1506,Others,Transcription,58.34140361,-0.619109065,0.288157397,-2.148510053,0.031673259,0.174068718,C109,,-2.006912466
1694,WQ49_RS00765,NUDIX hydrolase,NUDIX hydrolase,BCAL3328,Others,Nucleotide transport and metabolism,175.8446303,0.040362265,0.172747384,0.233649066,0.815257432,0.967911103,C109,,0.469845941
1695,0,LuxR Transcriptional Regulator,LuxR Transcriptional Regulator,BCAM1545,Others,Signal transduction mechanisms,142.5077389,-0.39281636,0.178239461,-2.203868652,0.027533583,0.163407693,C109,,-1.974949691
1696,0,glycosyl trasnferase 5th gene op,glycosyl trasnferase 5th gene op,BCAM2338,Others,Carbohydrate transport and metabolism,324.9222228,-0.009085052,0.137906175,-0.065878499,0.947474559,1,C109,,0.229992169
1697,0,hypothetical,hypothetical,6.51E+13,Others,#N/A,538.5445403,0.240548792,0.125480841,1.917016098,0.055235887,0.229249695,C109,,2.242184401
1698,0,hypothetical 5th gene op,hypothetical 5th gene op,BCAM1066,Others,Function unknown,268.9664752,0.009504495,0.132914116,0.071508547,0.942993023,1,C109,,0.378491682
1699,0,SMC-Scp Complex subunit,SMC-Scp Complex subunit,BCAL1503,Others,Transcription,125.243574,0.165990134,0.210696157,0.787817566,0.430803425,0.743135908,C109,,0.981472698
1700,0,alpha/beta hydrolase 7th gene op,alpha/beta hydrolase 7th gene op,BCAM2699,Others,Lipid transport and metabolism,237.4436048,0.248678021,0.156315323,1.590874241,0.111637881,0.344161635,C109,,1.851900424
1701,0,nusA [Control],nusA [Control],BCAL1506,Others,Transcription,243.2495051,0.299556149,0.155663761,1.924379483,0.054307034,0.228835747,C109,,2.186498244
1702,0,NUDIX hydrolase,NUDIX hydrolase,BCAL3328,Others,Nucleotide transport and metabolism,352.1894624,0.266530452,0.135513451,1.966819154,0.049204064,0.218539307,C109,,2.267913929
1703,0,LuxR Transcriptional Regulator,LuxR Transcriptional Regulator,BCAM1545,Others,Signal transduction mechanisms,113.4406083,-0.065385123,0.197366496,-0.331287853,0.740427066,0.948296381,C109,,-0.124553716
1704,0,glycosyl trasnferase 5th gene op,glycosyl trasnferase 5th gene op,BCAM2338,Others,Carbohydrate transport and metabolism,5.680034235,0.110639673,0.773064634,0.143118271,0.886196776,0.992252779,C109,,0.195898323
1705,0,hypothetical,hypothetical,6.51E+13,Others,#N/A,134.7302088,0.597845725,0.19730836,3.030007064,0.00244548,0.026998101,C109,,3.236802114
1706,0,hypothetical 5th gene op,hypothetical 5th gene op,BCAM1066,Others,Function unknown,190.2694939,0.110983566,0.155714562,0.71273723,0.476008374,0.773786162,C109,,0.974770477
1707,0,SMC-Scp Complex subunit,SMC-Scp Complex subunit,BCAL1503,Others,Transcription,120.5931859,-0.404425466,0.205881279,-1.964362505,0.049488068,0.218539307,C109,,-1.766178424
1708,0,alpha/beta hydrolase 7th gene op,alpha/beta hydrolase 7th gene op,BCAM2699,Others,Lipid transport and metabolism,209.8531963,-0.048364033,0.159529811,-0.303166113,0.761763272,0.951772953,C109,,-0.047399547
1742,0,WQ49_RS00050,WQ49_RS00050,BCAL3469,Others,"Cell cycle control, cell division, chromosome partitioning",278.0228467,-0.403141178,0.15054994,-2.677790363,0.007410959,0.061982563,C109,,-2.406768055
1743,0,WQ49_RS00050,WQ49_RS00050,BCAL3469,Others,"Cell cycle control, cell division, chromosome partitioning",454.1197744,-0.349954245,0.14121597,-2.478149216,0.01320659,0.095921549,C109,,-2.189213113
1744,0,WQ49_RS00885,WQ49_RS00885,BCAL3305,Others,"Intracellular trafficking, secretion, and vesicular transport",219.2361577,-0.162552356,0.149349121,-1.08840517,0.27641628,0.596022603,C109,,-0.815203749
1745,0,WQ49_RS00885,WQ49_RS00885,BCAL3305,Others,"Intracellular trafficking, secretion, and vesicular transport",0.151405568,0,5.708146753,0,1,1,C109,,0.007148098
1746,0,WQ49_RS01035,WQ49_RS01035,BCAL3270,Others,"Posttranslational modification, protein turnover, chaperones",190.9288487,0.027736858,0.159701867,0.173678982,0.862117756,0.979508216,C109,,0.429169998
1747,0,WQ49_RS01035,WQ49_RS01035,BCAL3270,Others,"Posttranslational modification, protein turnover, chaperones",115.708272,0.221087576,0.191664431,1.153513848,0.248699537,0.572008935,C109,,1.366398377
1748,0,WQ49_RS02920,WQ49_RS02920,BCAM1451,Others,#N/A,1.340279742,-1.182100671,1.676748257,-0.704995915,0.480812779,0.773786162,C109,,-0.680661676
1749,0,WQ49_RS02920,WQ49_RS02920,BCAM1451,Others,#N/A,109.0501658,0.148033932,0.196184062,0.754566554,0.450509098,0.754576836,C109,,0.962546711
1750,0,WQ49_RS03160,WQ49_RS03160,BCAM1502,Others,#N/A,160.3973005,0.090515236,0.160561597,0.563741505,0.572930067,0.845608013,C109,,0.817864488
1751,0,WQ49_RS03160,WQ49_RS03160,BCAM1502,Others,#N/A,199.752163,-0.030148087,0.151188974,-0.199406653,0.841944656,0.970466061,C109,,0.070470118
1752,0,WQ49_RS03550 (WQ49_RS03555),WQ49_RS03550 (WQ49_RS03555),5.63E+13,Others,#N/A,254.7779541,0.054552773,0.148630177,0.367036993,0.713591425,0.94684911,C109,,0.641559925
1753,0,WQ49_RS03550 (WQ49_RS03555),WQ49_RS03550 (WQ49_RS03555),5.63E+13,Others,#N/A,241.9165691,0.182866212,0.144013368,1.26978637,0.204160737,0.507642914,C109,,1.553110013
1754,0,WQ49_RS03805 (WQ49_RS03870),WQ49_RS03805 (WQ49_RS03870),BCAM1624,Others,Lipid transport and metabolism,896.4078514,-0.08434831,0.109710246,-0.768828003,0.441995423,0.747212891,C109,,-0.396917506
1755,0,WQ49_RS03805 (WQ49_RS03870),WQ49_RS03805 (WQ49_RS03870),BCAM1624,Others,Lipid transport and metabolism,128.1256091,0.001367529,0.189282041,0.007224824,0.994235475,1,C109,,0.222788814
1756,0,WQ49_RS04450 (WQ49_RS04445),WQ49_RS04450 (WQ49_RS04445),BCAM1749,Others,#N/A,0.381336576,1.037613878,3.190523999,0.325217387,0.74501655,0.951579725,C109,,0.338006005
1757,0,WQ49_RS04450 (WQ49_RS04445),WQ49_RS04450 (WQ49_RS04445),BCAM1749,Others,#N/A,80.87501377,0.379609859,0.229522216,1.653913357,0.098145118,0.332368744,C109,,1.83168435
1758,0,WQ49_RS09185 (WQ49_RS09185),WQ49_RS09185 (WQ49_RS09185),BCAS0417,Others,#N/A,175.2409922,0.361132066,0.186017938,1.94138302,0.052211836,0.221699489,C109,,2.160729566
1759,0,WQ49_RS09185 (WQ49_RS09185),WQ49_RS09185 (WQ49_RS09185),BCAS0417,Others,#N/A,147.0507696,-0.071061889,0.188645545,-0.376695293,0.706400062,0.941866749,C109,,-0.160403982
1761,0,WQ49_RS10495,WQ49_RS10495,BCAS0158,Others,#N/A,13.74955874,-0.176120631,0.531213291,-0.331544097,0.740233538,0.948296381,C109,,-0.254734286
1762,0,WQ49_RS11915 (WQ49_RS11920),WQ49_RS11915 (WQ49_RS11920),BCAL0324,Others,"Intracellular trafficking, secretion, and vesicular transport",159.3056018,0.250055864,0.164269735,1.52222723,0.127952154,0.369788426,C109,,1.770613776
1763,0,WQ49_RS11915 (WQ49_RS11920),WQ49_RS11915 (WQ49_RS11920),BCAL0324,Others,"Intracellular trafficking, secretion, and vesicular transport",137.8852697,-0.253627827,0.183381275,-1.383062839,0.166645599,0.448723759,C109,,-1.16056252
1765,0,WQ49_RS12045 (WQ49_RS12050),WQ49_RS12045 (WQ49_RS12050),BCAL0298,Others,Coenzyme transport and metabolism,186.9087456,0.292138818,0.156200475,1.870281242,0.061444773,0.2475731,C109,,2.131499348
1769,0,WQ49_RS12315 (WQ49_RS12360),WQ49_RS12315 (WQ49_RS12360),BCAL0243,Others,"Translation, ribosomal structure and biogenesis",0.069269684,0,5.770299786,0,1,1,C109,,0.007071104
1771,0,WQ49_RS12365,WQ49_RS12365,BCAL0233,Others,"Translation, ribosomal structure and biogenesis",102.9310535,-0.528854358,0.231023025,-2.289184629,0.022068627,0.141933263,C109,,-2.112568501
1772,0,WQ49_RS18705,WQ49_RS18705,BCAM0549,Others,"Posttranslational modification, protein turnover, chaperones",2084.651554,0.191387126,0.102315748,1.870553947,0.061406933,0.2475731,C109,,2.269342922
1774,0,WQ49_RS23945 (WQ49_RS23940),WQ49_RS23945 (WQ49_RS23940),BCAL0558,Others,"Translation, ribosomal structure and biogenesis",316.8655016,0.298213436,0.147619289,2.02015223,0.0433676,0.202327329,C109,,2.29655508
1776,0,WQ49_RS24070,WQ49_RS24070,BCAL0585,Others,#N/A,178.0741133,0.12013103,0.163820404,0.733309324,0.463369789,0.76676474,C109,,0.982377152
1777,0,WQ49_RS24070,WQ49_RS24070,BCAL0585,Others,#N/A,238.5820895,0.240937412,0.142496878,1.690825903,0.090870058,0.323445855,C109,,1.977164754
1778,0,WQ49_RS25525,WQ49_RS25525,BCAL0878,Others,Function unknown,19.38786124,-0.366759459,0.463335217,-0.79156396,0.428614969,0.743135908,C109,,-0.703501601
1779,0,WQ49_RS25525,WQ49_RS25525,BCAL0878,Others,Function unknown,56.65852767,-0.226298978,0.282370961,-0.8014244,0.422885994,0.739950714,C109,,-0.65692515
1780,0,WQ49_RS25680,WQ49_RS25680,BCAL0909,Others,General function prediction only,854.5844594,-0.029353109,0.093707518,-0.313241768,0.754096988,0.951579725,C109,,0.122181055
1781,0,WQ49_RS25680,WQ49_RS25680,BCAL0909,Others,General function prediction only,611.3707241,-0.020980338,0.102705417,-0.204276835,0.838137171,0.970466061,C109,,0.192999114
1782,0,WQ49_RS26625 (WQ49_RS26630),WQ49_RS26625 (WQ49_RS26630),BCAL2715,Others,"Translation, ribosomal structure and biogenesis",0.073879288,0,5.770299786,0,1,1,C109,,0.007071104
1783,0,WQ49_RS26625 (WQ49_RS26630),WQ49_RS26625 (WQ49_RS26630),BCAL2715,Others,"Translation, ribosomal structure and biogenesis",278.9952665,-0.263512808,0.149252975,-1.765544763,0.077472254,0.296976974,C109,,-1.49216735
1785,0,WQ49_RS27920 (WQ49_RS27890),WQ49_RS27920 (WQ49_RS27890),BCAL2334,Others,Energy production and conversion,0.083093121,0,5.770299786,0,1,1,C109,,0.007071104
1786,0,WQ49_RS28635,WQ49_RS28635,BCAL2199,Others,Transcription,237.521962,0.201154497,0.148786338,1.351968863,0.176385276,0.457111139,C109,,1.626203666
1787,0,WQ49_RS28635,WQ49_RS28635,BCAL2199,Others,Transcription,183.8394081,-0.38701539,0.170409708,-2.271087687,0.02314167,0.144319177,C109,,-2.03165067
1788,0,WQ49_RS29230,WQ49_RS29230,BCAL2091,Others,"Translation, ribosomal structure and biogenesis",92.20638199,-0.358012368,0.229869224,-1.557461072,0.119361056,0.352338518,C109,,-1.379958441
1789,0,WQ49_RS29230,WQ49_RS29230,BCAL2091,Others,"Translation, ribosomal structure and biogenesis",115.5549813,0.216001442,0.18670767,1.156896458,0.247314666,0.5714019,C109,,1.375432698
1790,0,WQ49_RS30770 (WQ49_RS30765),WQ49_RS30770 (WQ49_RS30765),BCAL1788,Others,"Intracellular trafficking, secretion, and vesicular transport",259.038356,0.057502479,0.144587828,0.39769931,0.690851846,0.932396624,C109,,0.679897285
1791,0,WQ49_RS30770 (WQ49_RS30765),WQ49_RS30770 (WQ49_RS30765),BCAL1788,Others,"Intracellular trafficking, secretion, and vesicular transport",116.2448019,0.001238724,0.202030025,0.006131384,0.995107894,1,C109,,0.208093405
1792,0,WQ49_RS31735,WQ49_RS31735,WQ49_31765,Others,#N/A,206.4823998,-0.359933423,0.171588453,-2.097655273,0.035935609,0.17870681,C109,,-1.859863093
1793,0,WQ49_RS31735,WQ49_RS31735,WQ49_31765,Others,#N/A,249.6828247,0.297797911,0.142718734,2.086607012,0.036923673,0.180370509,C109,,2.372500748
1794,0,WQ49_RS31805 (WQ49_RS31760),WQ49_RS31805 (WQ49_RS31760),BCAL1585,Others,"Replication, recombination and repair",178.0575855,0.173095685,0.157404855,1.099684533,0.271469596,0.5922973,C109,,1.358903933
1795,0,WQ49_RS31805 (WQ49_RS31760),WQ49_RS31805 (WQ49_RS31760),BCAL1585,Others,"Replication, recombination and repair",303.8133186,0.044905995,0.130152657,0.345025575,0.730075144,0.948296381,C109,,0.658521995
1796,0,WQ49_RS32625 (WQ49_RS32650),WQ49_RS32625 (WQ49_RS32650),BCAL1424,Others,Amino acid transport and metabolism,296.620087,0.176627519,0.128734272,1.372031835,0.170053528,0.448944705,C109,,1.688982337
1797,0,WQ49_RS32625 (WQ49_RS32650),WQ49_RS32625 (WQ49_RS32650),BCAL1424,Others,Amino acid transport and metabolism,25.02513697,-0.334459493,0.411527222,-0.812727507,0.416374307,0.736662235,C109,,-0.713578799
1798,0,WQ49_RS34895,WQ49_RS34895,BCAL2925,Others,"Translation, ribosomal structure and biogenesis",167.0997903,-0.433193538,0.176541465,-2.453777865,0.014136428,0.100042411,C109,,-2.222657135
1799,0,WQ49_RS34895,WQ49_RS34895,BCAL2925,Others,"Translation, ribosomal structure and biogenesis",138.2981913,-0.11632174,0.173392725,-0.670857096,0.502311571,0.79420874,C109,,-0.435539309
1800,0,WQ49_RS35060,WQ49_RS35060,BCAL2958,Others,Cell wall/membrane/envelope biogenesis,242.8956322,-0.129989755,0.138189619,-0.940662229,0.346877981,0.683206851,C109,,-0.645398428
1801,0,WQ49_RS35060,WQ49_RS35060,BCAL2958,Others,Cell wall/membrane/envelope biogenesis,200.9873299,-0.332221001,0.152504484,-2.178434314,0.029373718,0.16715765,C109,,-1.910885511
1828,WQ49_RS00665 ,WQ49_RS00665 ,WQ49_RS00665 ,BCAL3348a,Others,#N/A,403.6863255,-0.201492763,0.123315865,-1.633956532,0.102267978,0.340071831,C109,,-1.303079462
1829,WQ49_RS00675 ,WQ49_RS00675 ,WQ49_RS00675 ,BCAL3347,Others,"Translation, ribosomal structure and biogenesis",233.4064414,-0.108560361,0.155822943,-0.696690482,0.485996517,0.779854876,C109,,-0.43483949
1830,WQ49_RS00675 ,WQ49_RS00675 ,WQ49_RS00675 ,BCAL3347,Others,"Translation, ribosomal structure and biogenesis",0.062320166,-1.401526452,5.761049603,-0.243276234,0.807791414,0.967911103,C109,,-0.236193776
1831,WQ49_RS00720 ,WQ49_RS00720 ,WQ49_RS00720 ,BCAL3338,Others,"Replication, recombination and repair",412.5479835,-0.187268146,0.120159295,-1.558499048,0.119114993,0.352338518,C109,,-1.218929877
1832,WQ49_RS00725 ,WQ49_RS00725 ,WQ49_RS00725 ,BCAL3337,Others,"Replication, recombination and repair",940.7164036,-0.235454271,0.089979471,-2.616755432,0.008876992,0.072060287,C109,,-2.163292086
1833,WQ49_RS00745 ,WQ49_RS00745 ,WQ49_RS00745 ,BCAL3333,Others,Energy production and conversion,604.9329145,0.353642736,0.112842334,3.133954456,0.001724676,0.020696115,C109,,3.495542086
1834,WQ49_RS00745 ,WQ49_RS00745 ,WQ49_RS00745 ,BCAL3333,Others,Energy production and conversion,397.8695707,0.007460768,0.120388138,0.06197262,0.950584636,1,C109,,0.400896313
1835,WQ49_RS00880 ,WQ49_RS00880 ,WQ49_RS00880 ,BCAL3306,Others,"Intracellular trafficking, secretion, and vesicular transport",249.2670266,-0.371579663,0.168921244,-2.199721332,0.027826672,0.163407693,C109,,-1.958174494
1836,WQ49_RS00880 ,WQ49_RS00880 ,WQ49_RS00880 ,BCAL3306,Others,"Intracellular trafficking, secretion, and vesicular transport",1022.857337,-0.38127288,0.116543204,-3.271515335,0.001069728,0.01440219,C109,,-2.921410047
1837,WQ49_RS01005 ,WQ49_RS01005 ,WQ49_RS01005 ,BCAL3276,Others,Carbohydrate transport and metabolism,422.2803193,0.034829858,0.118698378,0.293431628,0.769192253,0.951772953,C109,,0.637180151
1838,WQ49_RS01040 ,WQ49_RS01040 ,WQ49_RS01040 ,BCAL3269,Others,"Posttranslational modification, protein turnover, chaperones",138.3523245,0.162604265,0.187561132,0.86694009,0.385974836,0.710193698,C109,,1.084481921
1839,WQ49_RS01050,WQ49_RS01050,WQ49_RS01050,BCAL3267,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,498.0521535,-0.149700109,0.107157233,-1.39701358,0.162409487,0.439995808,C109,,-1.016242342
1840,WQ49_RS01655,WQ49_RS01655,WQ49_RS01655,BCAL3146,RNA degradation,"Posttranslational modification, protein turnover, chaperones",0.341216382,2.554771741,3.279028942,0.779124487,0.435906387,0.744954569,C109,,0.791567924
1841,WQ49_RS01655,WQ49_RS01655,WQ49_RS01655,BCAL3146,RNA degradation,"Posttranslational modification, protein turnover, chaperones",377.8145093,0.190065751,0.11409225,1.665895376,0.095734255,0.332245095,C109,,2.023521703
1842,WQ49_RS01715,WQ49_RS01715,WQ49_RS01715,BCAL3134,Acarbose and validamycin biosynthesis,Cell wall/membrane/envelope biogenesis,0.341870677,0.126072866,3.421967571,0.036842215,0.970610814,1,C109,,0.04876588
1843,WQ49_RS01720,WQ49_RS01720,WQ49_RS01720,BCAL3133,Biosynthesis of secondary metabolites/cofactors,Cell wall/membrane/envelope biogenesis,341.2105839,-0.025122425,0.120477005,-0.208524644,0.834819343,0.970466061,C109,,0.13014905
1844,WQ49_RS01760,WQ49_RS01760,WQ49_RS01760,BCAL3123,Others,Cell wall/membrane/envelope biogenesis,69.26903909,-0.343526932,0.250812488,-1.369656411,0.170794181,0.448944705,C109,,-1.206975547
1845,WQ49_RS01825,WQ49_RS01825,WQ49_RS01825,BCAL3110,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,144.3833845,0.224831023,0.179799055,1.250457202,0.21113258,0.520291001,C109,,1.477390498
1846,WQ49_RS02120 ,WQ49_RS02120 ,WQ49_RS02120 ,BCAL3055,Others,Transcription,338.0283404,-0.159102224,0.131424592,-1.210597055,0.226049873,0.540171126,C109,,-0.900134671
1847,WQ49_RS02145,WQ49_RS02145,WQ49_RS02145,BCAL3050,Metabolic pathways,Coenzyme transport and metabolism,672.0436847,-0.080844351,0.123541114,-0.654392278,0.512859108,0.79535218,C109,,-0.324118487
1848,WQ49_RS02600,WQ49_RS02600,WQ49_RS02600,BCAM1387,Sulfur metabolism,Inorganic ion transport and metabolism,334.2158905,0.155609612,0.126311827,1.231948072,0.217968482,0.532383196,C109,,1.554977143
1849,WQ49_RS02800,WQ49_RS02800,WQ49_RS02800,BCAM1427,Others,Amino acid transport and metabolism,318.2536142,-0.138657241,0.138119627,-1.00389238,0.31543049,0.648573534,C109,,-0.708478954
1850,WQ49_RS03505,WQ49_RS03505,WQ49_RS03505,BCAM1566,Others,Inorganic ion transport and metabolism,332.8153646,-0.194558825,0.124434141,-1.563548583,0.117923618,0.351858579,C109,,-1.235645069
1851,WQ49_RS03540,WQ49_RS03540,WQ49_RS03540,#N/A,Others,#N/A,491.0889153,-0.168563095,0.104565967,-1.612026359,0.106956204,0.343339783,C109,,-1.221819169
1852,WQ49_RS03595,WQ49_RS03595,WQ49_RS03595,BCAM1582,Metabolic pathways,Lipid transport and metabolism,656.8154123,0.011079693,0.108693429,0.101935259,0.918808063,1,C109,,0.477324947
1853,WQ49_RS03680,WQ49_RS03680,WQ49_RS03680,#N/A,Others,#N/A,321.9676847,-0.027347935,0.136112927,-0.200920925,0.840760405,0.970466061,C109,,0.098847752
1854,WQ49_RS03705,WQ49_RS03705,WQ49_RS03705,BCAM1603,Others,#N/A,964.5020999,-0.197865927,0.088967247,-2.224031132,0.02614635,0.158295838,C109,,-1.765408509
1856,WQ49_RS03830,WQ49_RS03830,WQ49_RS03830,BCAM1629,Benzoate degradation,Lipid transport and metabolism,632.4017505,0.3234872,0.126543016,2.556341787,0.010577916,0.082239574,C109,,2.878780698
1857,WQ49_RS03985,WQ49_RS03985,WQ49_RS03985,BCAM1660,Others,#N/A,213.1890496,0.332265824,0.151705914,2.190196906,0.02850996,0.163932267,C109,,2.459154068
1858,WQ49_RS04000,WQ49_RS04000,WQ49_RS04000,BCAM1662,Others,#N/A,308.4698864,0.118916311,0.13225233,0.899162314,0.368566211,0.7069311,C109,,1.207681582
1859,WQ49_RS04205,WQ49_RS04205,WQ49_RS04205,BCAM1701,Others,#N/A,393.899771,-0.012979858,0.121341391,-0.106969744,0.914812982,1,C109,,0.229291376
1860,WQ49_RS04300,WQ49_RS04300,WQ49_RS04300,BCAM1720,Others,Energy production and conversion,277.6733203,-0.088368017,0.136821633,-0.645862904,0.518368145,0.799271554,C109,,-0.347646962
1861,WQ49_RS05100,WQ49_RS05100,WQ49_RS05100,BCAM1881,Others,#N/A,144.6319468,0.13633171,0.169255695,0.805477829,0.420543996,0.739300272,C109,,1.046547367
1862,WQ49_RS05100,WQ49_RS05100,WQ49_RS05100,BCAM1881,Others,#N/A,0.438184615,0.176336286,3.068792523,0.05746113,0.954177869,1,C109,,0.070757041
1863,WQ49_RS05300,WQ49_RS05300,WQ49_RS05300,BCAM1931,Others,Cell wall/membrane/envelope biogenesis,570.3760405,0.114641784,0.109017113,1.051594384,0.292985685,0.619647887,C109,,1.425869497
1864,WQ49_RS05330,WQ49_RS05330,WQ49_RS05330,BCAM1936,Others,"Secondary metabolites biosynthesis, transport and catabolism",205.5429516,0.120406729,0.164854208,0.730383109,0.46515604,0.76676474,C109,,0.977889027
1865,WQ49_RS05400,WQ49_RS05400,WQ49_RS05400,BCAM1949,Biosynthesis of unsaturated fatty acids,Lipid transport and metabolism,562.7179511,0.193381789,0.106412002,1.817293024,0.069172258,0.268894973,C109,,2.200730902
1866,WQ49_RS05400,WQ49_RS05400,WQ49_RS05400,BCAM1949,Biosynthesis of unsaturated fatty acids,Lipid transport and metabolism,638.8509738,-0.415719725,0.115381766,-3.602993248,0.000314574,0.00526196,C109,,-3.249363784
1867,WQ49_RS05475,WQ49_RS05475,WQ49_RS05475,#N/A,Others,#N/A,20.07126556,0.061592448,0.41256439,0.149291722,0.881323447,0.988801916,C109,,0.248191174
1870,WQ49_RS07185,WQ49_RS07185,WQ49_RS07185,BCAM2303,Others,#N/A,400.7608347,0.072535018,0.11592728,0.625694126,0.531515587,0.812732975,C109,,0.97765953
1871,WQ49_RS07270,WQ49_RS07270,WQ49_RS07270,BCAM2320,Others,Energy production and conversion,658.7951972,-0.183582128,0.100503045,-1.826632507,0.067755042,0.265253783,C109,,-1.420650853
1872,WQ49_RS07525,WQ49_RS07525,WQ49_RS07525,BCAM2369,Others,#N/A,477.4072454,-0.078299937,0.118093719,-0.663032193,0.507309936,0.79535218,C109,,-0.317523621
1873,WQ49_RS07630,WQ49_RS07630,WQ49_RS07630,BCAM2390,creatinine degradation II,Amino acid transport and metabolism,337.8245531,0.080104404,0.122287106,0.655051925,0.512434323,0.79535218,C109,,0.988712551
1875,WQ49_RS07865,WQ49_RS07865,WQ49_RS07865,BCAM2429a,Others,#N/A,753.9739583,-0.059767881,0.103695633,-0.576378,0.564359711,0.838954132,C109,,-0.182895738
1876,WQ49_RS08940,WQ49_RS08940,WQ49_RS08940,BCAS0600,Others,#N/A,622.8344384,-0.172653049,0.132871468,-1.299398974,0.193807044,0.490740771,C109,,-0.992317304
1877,WQ49_RS09335,WQ49_RS09335,WQ49_RS09335,0,Others,#N/A,274.4551603,0.037649432,0.137804869,0.273208286,0.784693111,0.96042261,C109,,0.569296462
1878,WQ49_RS09480,WQ49_RS09480,WQ49_RS09480,BCAS0357,ABC transporters,Carbohydrate transport and metabolism,321.9322323,0.05595002,0.129811574,0.431009492,0.666461469,0.916411023,C109,,0.745329633
1879,WQ49_RS09490,WQ49_RS09490,WQ49_RS09490,BCAS0355,Fructose and mannose metabolism,Carbohydrate transport and metabolism,347.6167861,-0.0341522,0.123081848,-0.277475521,0.781415,0.96042261,C109,,0.054030649
1880,WQ49_RS09735,WQ49_RS09735,WQ49_RS09735,BCAS0305,Others,#N/A,248.9139261,0.073135466,0.162108679,0.451150834,0.651880842,0.909268064,C109,,0.702848599
1881,WQ49_RS09765,WQ49_RS09765,WQ49_RS09765,BCAS0299,Others,"Intracellular trafficking, secretion, and vesicular transport",758.5830829,0.52187847,0.129397359,4.033146218,5.50E-05,0.001446635,C109,,4.348472531
1882,WQ49_RS10095,WQ49_RS10095,WQ49_RS10095,BCAS0233,Others,#N/A,637.0838785,-0.04881676,0.113596582,-0.42973793,0.667386289,0.916411023,C109,,-0.070551136
1883,WQ49_RS10355,WQ49_RS10355,WQ49_RS10355,BCAS0186,Others,Lipid transport and metabolism,702.1095112,0.002686141,0.134373058,0.019990179,0.984051207,1,C109,,0.323640277
1884,WQ49_RS10530,WQ49_RS10530,WQ49_RS10530,BCAS0151,Others,#N/A,369.6847535,-0.022793847,0.118853315,-0.191781328,0.847913498,0.971622373,C109,,0.151519085
1885,WQ49_RS10745,WQ49_RS10745,WQ49_RS10745,BCAS0109,Others,General function prediction only,0.141841719,0,5.770299786,0,1,1,C109,,0.007071104
1886,WQ49_RS10800,WQ49_RS10800,WQ49_RS10800,BCAS0100,Pentose phosphate pathway,Carbohydrate transport and metabolism,243.2971386,0.323543217,0.161511365,2.003222602,0.045153401,0.205989068,C109,,2.255851216
1887,WQ49_RS10800,WQ49_RS10800,WQ49_RS10800,BCAS0100,Pentose phosphate pathway,Carbohydrate transport and metabolism,614.9763106,-0.032195581,0.105543161,-0.305046583,0.760330674,0.951772953,C109,,0.081547791
1888,WQ49_RS11175,WQ49_RS11175,WQ49_RS11175,BCAS0025,Biosynthesis of amino acids,Amino acid transport and metabolism,959.869851,0.172760779,0.10755769,1.606215036,0.108226671,0.343339783,C109,,1.985568591
1890,WQ49_RS11295,WQ49_RS11295,WQ49_RS11295,BCAS0001,Others,"Replication, recombination and repair",267.6337368,-0.034696031,0.130018036,-0.266855521,0.789580404,0.963797931,C109,,0.046965496
1891,WQ49_RS11335,WQ49_RS11335,WQ49_RS11335,#N/A,Others,#N/A,417.9812339,0.195897817,0.11363705,1.723890369,0.084727636,0.3076951,C109,,2.08294925
1892,WQ49_RS11525,WQ49_RS11525,WQ49_RS11525,BCAL0403,Others,Cell wall/membrane/envelope biogenesis,469.6615085,0.064248411,0.120162189,0.534680764,0.592870625,0.856816128,C109,,0.874241757
1893,WQ49_RS11590,WQ49_RS11590,WQ49_RS11590,BCAL0388,Others,Energy production and conversion,419.972254,-0.020569223,0.120081764,-0.171293481,0.863993006,0.979508216,C109,,0.168494934
1894,WQ49_RS11665,WQ49_RS11665,WQ49_RS11665,BCAL0374,Others,"Translation, ribosomal structure and biogenesis",232.8132358,-0.166680684,0.152129961,-1.095646668,0.27323343,0.593798636,C109,,-0.827439196
1895,WQ49_RS11880,WQ49_RS11880,WQ49_RS11880,BCAL0331,Others,"Posttranslational modification, protein turnover, chaperones",0.814718255,1.734677467,2.259463264,0.767738735,0.442642419,0.747212891,C109,,0.785797179
1896,WQ49_RS11910,WQ49_RS11910,WQ49_RS11910,BCAL0325,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",249.0373213,-0.095233965,0.134294926,-0.709140454,0.478237321,0.773786162,C109,,-0.405313695
1897,WQ49_RS12075,WQ49_RS12075,WQ49_RS12075,BCAL0292,Others,"Translation, ribosomal structure and biogenesis",135.3437533,0.003395574,0.176756693,0.019210441,0.984673228,1,C109,,0.250049746
